id ; screen_name    ; created_at               ; full_text                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ; date      ; heure; semaine              ; mois   ; annee; Sentiment; Problematique               ; Score; Urgence; Reponse_automatique                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ; Lieu                    ; Reparabilite; Solution                                                                                                                                                                                            ; Type
221; honoqueen_     ; 2024-05-15 06:30:09+00:00; ENGIEpartFR  me prélever 400 balles sans me prévenir et ne me fournissant plus daccès à mon espace client cest normal ! ? 0 mail rien du tout et aucunes propositions de paiement en plusieurs fois je suis bien contente dêtre partie de chez vous .                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ; 2024-05-15;     6; 2024-05-13/2024-05-19; 2024-05;  2024; Négatif  ; Problèmes de facturation    ;  80.0;     7.0; Nous sommes sincèrement désolés pour le prélèvement inattendu de 400€ et les difficultés rencontrées avec votre espace client. Nous comprenons votre frustration. Pouvez-vous nous contacter directement au 09 74 73 54 01 afin que nous puissions examiner votre situation et trouver une solution ensemble, notamment concernant un éventuel échelonnement de paiement ?                                                                                                                                                                                                                                                                               ; null                    ;            1; Vérifier le détail de la facture, proposer un échéancier de paiement et rétablir l'accès à l'espace client.                                                                                         ; Plainte
222; AixeMatrice    ; 2024-05-16 09:00:40+00:00; Reçu Nouveau Prix de ENGIEpartFR !! Merci Macron ! Je paierai pas !  Et jouvre à un faux nom ! Fini dêtre votre pigeonne !!                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ; 2024-05-16;     9; 2024-05-13/2024-05-19; 2024-05;  2024; Négatif  ; Problèmes de facturation    ;  80.0;     7.0; Nous comprenons votre mécontentement concernant la nouvelle tarification. Nous vous invitons à contacter notre service client au 09 69 32 00 00 pour discuter de vos options et trouver une solution adaptée à votre situation.                                                                                                                                                                                                                                                                                                                                                                                                                          ; null                    ;            0; Examiner les tarifs appliqués et proposer des solutions personnalisées aux clients mécontents.                                                                                                      ; Plainte
223; nicoleodera    ; 2024-05-16 11:23:44+00:00; ENGIEpartFR BFMTV L'estimation de ma mensualité était de 65 euros quand j'ai souscrit mon contrat chez engie montant sensiblement identique à celui que je payais chez Totalenergies                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               ; 2024-05-16;    11; 2024-05-13/2024-05-19; 2024-05;  2024; Positif  ; aucune                      ;  10.0;     0.0; Bonjour ! Nous sommes ravis d'apprendre que votre mensualité chez Engie est sensiblement identique à celle que vous payiez chez Totalenergies.  N'hésitez pas à nous contacter si vous avez la moindre question.                                                                                                                                                                                                                                                                                                                                                                                                                                         ; null                    ;            0; Aucune solution nécessaire.                                                                                                                                                                         ; Positif
224; pharaon_alain  ; 2024-05-16 13:33:16+00:00; Merci ENGIEpartFR 300 abonnement gaz sans consommation.bien je finirai à la bougie                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ; 2024-05-16;    13; 2024-05-13/2024-05-19; 2024-05;  2024; Négatif  ; Problèmes de facturation    ;  75.0;     7.0; Bonjour, nous sommes navrés d'apprendre que vous rencontrez un problème avec votre facture. Pouvez-vous nous contacter au 09 69 32 00 32 afin que nous puissions vous aider à résoudre ce problème?                                                                                                                                                                                                                                                                                                                                                                                                                                                      ; null                    ;            1; Vérifier le contrat et contacter le client pour éclaircir la situation.                                                                                                                             ; Plainte
225; tiredandtiring ; 2024-05-18 12:36:00+00:00; ENGIEpartFR cest normal de résilier mon contrat 4 jours en avance alors que je suis encore dans lappart ? Et comme par hasard impossible de vous joindre ! Merci vraiment quel service !                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ; 2024-05-18;    12; 2024-05-13/2024-05-19; 2024-05;  2024; Négatif  ; Service client injoignable  ;  75.0;     7.0; Bonjour, nous sommes navrés d'apprendre que vous rencontrez des difficultés pour nous joindre et que vous n'avez pas pu résilier votre contrat comme prévu.  Pourriez-vous nous contacter directement au 09 74 73 54 01 afin que nous puissions vous aider à résoudre ce problème ? Nous ferons tout notre possible pour vous assister.                                                                                                                                                                                                                                                                                                                  ; null                    ;            0; Améliorer la disponibilité et la réactivité du service client.                                                                                                                                      ; Plainte
226; StarPhonix     ; 2024-05-19 19:19:10+00:00; Engie qui me facture plus de 100 alors que je ne suis plus chez eux depuis le 6 avril, c'est quoi ce bordel ?nnJe peux avoir une explication ENGIEpartFR?                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ; 2024-05-19;    19; 2024-05-13/2024-05-19; 2024-05;  2024; Négatif  ; Problèmes de facturation    ;  80.0;     7.0; Bonjour, nous sommes sincèrement désolés pour le désagrément causé par cette facture. Nous comprenons votre frustration. Pourriez-vous nous contacter au 09 69 32 03 20 afin que nous puissions examiner votre situation et corriger cette erreur le plus rapidement possible ?                                                                                                                                                                                                                                                                                                                                                                          ; null                    ;            1; Vérifier les dates de résiliation et annuler la facture erronée.                                                                                                                                    ; Plainte
227; Erikvano0802   ; 2024-05-20 14:23:00+00:00; Ça va, ENGIEpartFR on vous dérange pas ???                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ; 2024-05-20;    14; 2024-05-20/2024-05-26; 2024-05;  2024; Neutre   ; aucune                      ;   0.0;     0.0; Bonjour ! Nous sommes ravis de vous lire. N'hésitez pas à nous contacter si vous avez la moindre question.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               ; null                    ;            0; Aucune solution nécessaire.                                                                                                                                                                         ; Question
228; lecrabedu72    ; 2024-05-20 15:07:20+00:00; Bizarre, j'ai reçu un SMS identifié ENGIEpartFR disant qu'ils ont reçu l'attestation de mon chèque énergie, sauf que je ne leur ai pas envoyé, ni fait en reconduction automatique. ENGIEpartSAV                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ; 2024-05-20;    15; 2024-05-20/2024-05-26; 2024-05;  2024; Négatif  ; Problèmes de facturation    ;  75.0;     7.0; Bonjour, nous sommes désolés pour ce désagrément.  Il semble y avoir une erreur concernant votre chèque énergie. Afin de clarifier la situation et éviter tout prélèvement injustifié, nous vous invitons à contacter notre service client au 09 74 73 54 01. Ils pourront investiguer et corriger cette erreur.                                                                                                                                                                                                                                                                                                                                         ; null                    ;            1; Vérifier la source de l'erreur, contacter le client pour confirmer l'absence de demande de chèque énergie et annuler tout prélèvement potentiel.                                                    ; Plainte
229; C_lawest22     ; 2024-05-22 07:37:53+00:00; Wow merci ENGIEpartFR mais cest 500 que vous me devez                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ; 2024-05-22;     7; 2024-05-20/2024-05-26; 2024-05;  2024; Négatif  ; Problèmes de facturation    ;  75.0;     7.0; Bonjour, nous sommes désolés d'apprendre que vous rencontrez un problème de facturation. Pouvez-vous nous contacter directement au 09 74 73 54 01 afin que nous puissions vous aider à résoudre ce problème ?                                                                                                                                                                                                                                                                                                                                                                                                                                            ; null                    ;            1; Vérifier le montant dû et créditer le compte de l'utilisateur si une erreur a été commise.                                                                                                          ; Plainte
230; PetruSampieru  ; 2024-05-22 11:09:05+00:00; ENGIEpartFR nMa facture mensuelle double n100 augmentation n  Merci Engie                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ; 2024-05-22;    11; 2024-05-20/2024-05-26; 2024-05;  2024; Négatif  ; Problèmes de facturation    ;  80.0;     7.0; Bonjour ! Nous sommes désolés d'apprendre que votre facture a doublé. Nous comprenons que cela puisse être préoccupant. Pourriez-vous nous contacter au 09 69 32 39 39 afin que nous puissions examiner votre facture et résoudre ce problème ? Nous ferons de notre mieux pour vous aider.                                                                                                                                                                                                                                                                                                                                                              ; null                    ;            1; Vérifier la facture du client et appliquer un avoir si une erreur est constatée.                                                                                                                    ; Plainte
231; fustinette     ; 2024-05-22 16:46:16+00:00; HAPPEbyENGIE offre des tarifs moins cher car tout est en ligne par rapport à ENGIEpartFR où tout se fait par téléphone ou messagerie nQuelquun mexplique la différence ?                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ; 2024-05-22;    16; 2024-05-20/2024-05-26; 2024-05;  2024; Neutre   ; aucune                      ;  10.0;     1.0; Bonjour ! Merci pour votre intérêt pour nos offres HAPPEbyENGIE et ENGIEpartFR.  La différence principale réside dans le mode de gestion du contrat : HAPPEbyENGIE est entièrement en ligne pour une gestion simplifiée et des tarifs plus avantageux, tandis qu'ENGIEpartFR propose un accompagnement téléphonique et par messagerie. N'hésitez pas à consulter nos sites web pour plus de détails afin de choisir l'offre la plus adaptée à vos besoins.                                                                                                                                                                                               ; null                    ;            0; Développer une FAQ claire et concise expliquant les différences entre HAPPEbyENGIE et ENGIEpartFR.                                                                                                  ; Question
232; izzieknits     ; 2024-05-23 17:17:48+00:00; ENGIEpartFR ENGIEgroup vous navez pas honte de couper le gaz à toute une copro à Romainville 93 sans préavis pour un défaut de paiement pour lequel aucune relance na jamais été faite?!! Des familles avec des nourrissons sont privé deau chaude pour une durée indéterminée !!                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ; 2024-05-23;    17; 2024-05-20/2024-05-26; 2024-05;  2024; Négatif  ; Pannes et urgences          ;  95.0;    10.0; Nous sommes sincèrement désolés pour la situation que vous rencontrez. Couper le gaz sans préavis est inacceptable. Veuillez contacter notre service client au 09 69 32 00 50 pour trouver une solution rapidement. Nous allons faire le nécessaire pour rétablir le gaz dans votre copropriété au plus vite et éviter que cela se reproduise.                                                                                                                                                                                                                                                                                                           ; Romainville 93          ;            5; Rétablir la fourniture de gaz immédiatement et enquêter sur l'absence de relances préalables.                                                                                                       ; Plainte
233; Monaidex       ; 2024-05-23 21:37:15+00:00; ENGIEpartFR comment je peux avoir 2000e délectricité ???? À réguler allo ?                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ; 2024-05-23;    21; 2024-05-20/2024-05-26; 2024-05;  2024; Négatif  ; Problèmes de facturation    ;  75.0;     7.0; Bonjour, nous sommes désolés d'apprendre que vous rencontrez un problème avec votre facture d'électricité. Afin de pouvoir vous aider au mieux, pouvez-vous nous contacter par téléphone au 09 69 32 00 50 ou par message privé avec votre numéro de client ?                                                                                                                                                                                                                                                                                                                                                                                            ; null                    ;            2; Vérifier la facture du client et le contacter pour éclaircir les points non compris.                                                                                                                ; Plainte
234; LaBretonne12   ; 2024-05-24 14:34:44+00:00; GRDF ENGIEpartFR nAujourd'hui j ai rencontré Kafka. 45 mn au tel,avec engie puis grdf puis de nouveau engie. Engie est incapable de modifier une adresse, pour les factures OK, mais pour le reste non. Utilisation de sous traitant à tout va                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ; 2024-05-24;    14; 2024-05-20/2024-05-26; 2024-05;  2024; Négatif  ; Problèmes de facturation    ;  75.0;     4.0; Bonjour, nous sommes navrés pour la difficulté rencontrée concernant la modification de votre adresse. Nous comprenons votre frustration suite à votre appel.  Afin de résoudre ce problème, pourriez-vous nous contacter directement au 09 74 73 54 01 ? Nos conseillers pourront vous assister et mettre à jour vos informations.                                                                                                                                                                                                                                                                                                                      ; null                    ;            1; Améliorer la communication et la coordination entre Engie et ses sous-traitants pour faciliter la modification des adresses.                                                                        ; Plainte
235; NYID76         ; 2024-05-25 09:40:55+00:00; ENGIEpartSAV vous pouvez me faire un devis si je veux changer de fournisseur ?                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ; 2024-05-25;     9; 2024-05-20/2024-05-26; 2024-05;  2024; Neutre   ; aucune                      ;   0.0;     0.0; Bonjour ! Nous vous remercions pour votre intérêt envers ENGIE. Pour obtenir un devis concernant un changement de fournisseur, nous vous invitons à nous contacter via notre site web ou à nous appeler au 09 69 32 00 69. Un conseiller sera ravi de vous assister.                                                                                                                                                                                                                                                                                                                                                                                     ; null                    ;            0; Mettre à disposition un outil en ligne ou un formulaire simple pour demander un devis de changement de fournisseur.                                                                                 ; Question
236; Kadorito       ; 2024-05-26 07:57:48+00:00; 6 ans qu'on est chez ENGIEpartFR ENGIEgroup et nous continuons à avoir des erreurs de facturation, toujours gérées comme des pieds. Là je viens de recevoir 3 factures datées d'hier, sans aucune justification ou conso, juste un montant, circulez y'a rien à voir. Scandaleux.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ; 2024-05-26;     7; 2024-05-20/2024-05-26; 2024-05;  2024; Négatif  ; Problèmes de facturation    ;  80.0;     7.0; Bonjour, nous sommes sincèrement désolés pour les erreurs de facturation récurrentes que vous rencontrez malgré votre fidélité de 6 ans. Nous comprenons votre frustration face à ces factures inexpliquées. Afin de résoudre ce problème au plus vite, pourriez-vous nous contacter directement au 09 74 73 54 01 ? Nos conseillers analyseront votre situation et vous apporteront l'assistance nécessaire.                                                                                                                                                                                                                                            ; null                    ;            3; Vérifier et corriger manuellement les factures, puis contacter le client pour s'excuser et lui proposer un geste commercial.                                                                        ; Plainte
237; Isa2Abraham    ; 2024-05-26 15:55:17+00:00; ENGIEpartFR Bonjour nEst ce normal de se retrouver avec une facture à payer sous 8 jours de plus de 2780 euros pour un studio après un changement de compteur Linky ilnY a 6 mois, sans aucune alerte, avec des fausses informations transmises par Enedis ? Un studio étudiant complètement rénové!                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               ; 2024-05-26;    15; 2024-05-20/2024-05-26; 2024-05;  2024; Négatif  ; Problèmes de facturation    ;  80.0;     7.0; Bonjour, nous sommes navrés de constater ce problème de facturation concernant votre facture d'un montant de 2780 euros. Nous comprenons votre inquiétude face à une somme aussi importante pour un studio. Nous vous invitons à contacter notre service client au 09 74 73 54 01 afin qu'ils puissent examiner votre situation et vous apporter l'aide nécessaire.                                                                                                                                                                                                                                                                                      ; null                    ;            2; Vérifier le relevé de compteur, contrôler la consommation énergétique du studio, et proposer un échéancier de paiement si nécessaire.                                                               ; Plainte
238; Kadorito       ; 2024-05-26 16:11:23+00:00; ENGIEpartFR ENGIEgroup Pour compléter le tableau, des échanges lunaires avec une conseillere qui répond à moitié aux questions sur ces factures, et à coté raconte n'importe quoi  que nous aurions signé un contrat en février pas du tout et n'aurions pas été facturé de l'électricité archi faux.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ; 2024-05-26;    16; 2024-05-20/2024-05-26; 2024-05;  2024; Négatif  ; Problèmes de facturation    ;  75.0;     7.0; Bonjour, nous sommes sincèrement désolés pour le désagrément causé par les erreurs sur votre facture et les informations erronées reçues. Nous comprenons votre frustration. Afin de rectifier la situation, nous vous invitons à contacter notre service client au 09 74 73 54 01 afin qu'ils puissent examiner votre dossier avec vous et apporter les corrections nécessaires.                                                                                                                                                                                                                                                                        ; null                    ;            3; Vérifier les informations client et mettre à jour le système afin d'éviter ce genre d'erreur.                                                                                                       ; Plainte
239; PfChenu        ; 2024-05-28 07:16:01+00:00; 'ENGIEpartFR apporte son soutien au PNCEE et à Ecologie_Gouv dans sa lutte contre la fraude à la RénovationEnergétique et son objectif de faire des CEE un outil transparent et efficace pour les consommateurs.nCes fraudes atteignent douloureusement les consommateurs lésés, mais aussi lensemble des consommateurs qui se voient pénalisés par des factures dénergie alourdies par les annulations de CEE frauduleux !                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ; 2024-05-28;     7; 2024-05-27/2024-06-02; 2024-05;  2024; Positif  ; aucune                      ;   0.0;     0.0; Nous vous remercions pour votre soutien et votre engagement en faveur de la transparence et de l'efficacité des CEE.  Chez ENGIE, nous partageons votre préoccupation concernant la fraude à la rénovation énergétique et nous travaillons activement avec les acteurs concernés pour lutter contre ce fléau.                                                                                                                                                                                                                                                                                                                                            ; null                    ;            0; Continuer à soutenir le PNCEE et à collaborer avec Ecologie_Gouv pour lutter contre la fraude.                                                                                                      ; Positif
240; Valywmb        ; 2024-05-29 07:25:37+00:00; Faudra me dire comment je consomme 370 délectricité soit mon appartement cest Versailles soit les chauffages fonctionne à pleine puissance ENGIEpartFR  je vous quitte toute façon                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ; 2024-05-29;     7; 2024-05-27/2024-06-02; 2024-05;  2024; Négatif  ; Problèmes de facturation    ;  75.0;     7.0; Bonjour, nous sommes navrés d'apprendre que vous rencontrez un problème avec votre facture. Afin de comprendre la situation et vous apporter l'aide nécessaire, pourriez-vous nous contacter par message privé avec votre numéro de client et une photo de votre facture ?                                                                                                                                                                                                                                                                                                                                                                               ; Versailles              ;            1; Analyser la facture du client et l'appeler pour expliquer les détails                                                                                                                               ; Plainte
241; BH3Ganja1er    ; 2024-05-29 19:43:14+00:00; J'invite tout le monde à vérifier ses factures ENGIEpartFR car ils sont en train de nous escroquer! Contrat soit disant bloqué pour 1 ans a 0.13cts du kwh je m'apercois que je suis à 0.30cts  depuis nov 2023 et à l'heure actuelle je  n'ai meme pas l'infos sur mon espace client!                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ; 2024-05-29;    19; 2024-05-27/2024-06-02; 2024-05;  2024; Négatif  ; Problèmes de facturation    ;  85.0;     7.0; Bonjour, nous sommes sincèrement désolés pour le désagrément concernant votre facture ENGIE. Nous comprenons votre frustration face à ce problème. Pouvez-vous nous contacter directement au 09 74 73 54 01 afin que nous puissions examiner votre situation et trouver une solution ensemble ? Nous allons nous assurer de vous apporter toute l'aide nécessaire.                                                                                                                                                                                                                                                                                       ; null                    ;            3; Vérifier le contrat de l'utilisateur et ajuster sa facture en conséquence.                                                                                                                          ; Plainte
242; lambel0        ; 2024-05-31 05:27:48+00:00; med_energie depuis des mois et des mois ENGIEgroup refuse de reconnaître une facturation abusive . 25mois 8 mois de l'année sans aucune consommation du client de gaz . Ils ne répondent pas ou avec  désinvolture . Ça fait très cher pour rien du tout. med_energie dgccrf                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ; 2024-05-31;     5; 2024-05-27/2024-06-02; 2024-05;  2024; Négatif  ; Problèmes de facturation    ;  85.0;     7.0; Nous sommes sincèrement désolés d'apprendre que vous rencontrez des problèmes de facturation avec ENGIE. Nous comprenons votre frustration concernant la situation décrite. Afin de résoudre ce litige le plus rapidement possible, pourriez-vous nous contacter directement au 09 74 73 54 01 ? Un conseiller se tient à votre disposition pour examiner votre dossier et trouver une solution adaptée.                                                                                                                                                                                                                                                 ; null                    ;            3; Vérifier les relevés de consommation et les factures, et proposer un remboursement si la facturation est abusive.                                                                                   ; Plainte
